11,67995504.297635
21,62015168.138063
22,7906893.444809
23,3389697.007693
24,1266074.778292
31,466117.082555
41,77444723.378602
42,563325890.109856
43,106181.111470
52,1098047668.570389
71,608649927.426834
81,6720904.420084
82,6270984.456228
90,482314.201254
NaN,446746228.434239
